No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,CRC32,MD5,SHA1,SHA256
Phantasy Star II - Anne's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),59289 (0xE799),J,FAFA5B6F,10195dfcde401acafd406f2640e384de,cf93d2d5eafc72b9de7aaa6d35b81a813862d9b7,6df2f38dfd0c3cf59060b34a8b9537df6167c33596166568d653caa483485101
Phantasy Star II - Huey's Adventure (Japan) (Game no Kanzume Vol. 1),SEGA MEGA DRIVE,(C)SEGA 1990.AUG,ｾｶﾞ･ﾈｯﾄ･ｶｰﾄﾘｯｼﾞ･「ゲーム図書館」,"SEGA NET CARTRIDGE ""GAME LIBRARY""",GM,00054503-00,(unknown),38667 (0x970B),J,BCCF4FA7,f2e40667c514ade048945ea7d06b19b7,1fc99fc7ebd97697e2f4eb0605ad8dfd078e16b0,9cf96bf31162b54429bc15720cb0e7d6477fb429d25264798cec2df170038bd1
Phantasy Star II - Huey's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),54547 (0xD513),J,1A076F83,4efb0bc21c9df35ff39eb1862f972c47,abc5a7ac58aefc055ed8ca5fd0f7c802ab3e1ad5,98c47d54f7ddf6c70a997303d16ee0d340cc3de1e83a8604d082ad1cbde03997
Phantasy Star II - Kaerazaru Toki no Owari ni (Japan),SEGA MEGA DRIVE,(C)SEGA 1988.DEC,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-00,(unknown),0 (0x0000),(unknown),BEC8EB5A,ad692c895d5c2cab7b616df2135ea3b4,fc186c681e110723b4be5590f242c73d5004c8a7,e422c8b981cf5213026f87bffec7c7c758fa0a740eccb82563299360f3fb6982
Phantasy Star II - Kaerazaru Toki no Owari ni (Japan) (Mega Drive Mini 2),SEGA MEGA DRIVE,(C)SEGA 1988.DEC,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-00,(unknown),0 (0x0000),(unknown),F85CC51F,6dc451da0f42c6eb5056a9a974348a3f,ec5a8b1b19b6229f2bc31d2474e7a8709d5f648c,8ba571b806e5d84d50784d7b35607df9021b94e24aa1d85bfc358bc29bcb5ffe
Phantasy Star II - Kinds's Adventure (Japan) (Game no Kanzume Vol. 2),SEGA MEGA DRIVE,(C)SEGA 1990.AUG,ｾｶﾞ･ﾈｯﾄ･ｶｰﾄﾘｯｼﾞ･「ゲーム図書館」,"SEGA NET CARTRIDGE ""GAME LIBRARY""",GM,00054503-00,(unknown),38667 (0x970B),J,FB5A6AE4,218b9b1c4a282a8d9fb402af836a1d02,1039420721050109131865295dcbebc0cb1531a1,639c411b8bb574db1ae399636a35a32e29ea8a8752ee7f3e8af9a4c670e66f1e
Phantasy Star II - Kinds's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),50493 (0xC53D),J,C334F308,dbe39f02548beaae0aa652dc4874c09e,f2bd41741add13e8551250cf6afeb746e8cea316,256ea23be5581d01c24b1856e9c2ed011fa304ac1f42b83f706b0fa2b9fe8c0f
Phantasy Star II - Nei's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),7189 (0x1C15),J,3D9AD465,d60bc80b482dfc1b31cb6c383f3fd88c,bc1b2955d1ead44d744dacdc072481dff42e4d81,18a64fefff83b77e8eafc13715d0cbcb5fec80250590158a74fb71100a46afda
Phantasy Star II - Rudger's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),18992 (0x4A30),J,6B5916D2,8ce3458a47e1dcb75982403e8b3cbf3f,dda0783cd5c6340c8dde665be22366108fadf50b,0a8d3f4bc05240cbb0a96ed597cf413f3b58bfe5b293e2af72bf8498ab06efd7
Phantasy Star II - Shilka's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),41164 (0xA0CC),J,1F83BEB2,5abe74899da838cc9dc7cabfb4d8f816,114f37a287b51664e52ba483f07911a660f9e7df,52d797560f1588bd3b96e58e958aec8dd7bd1802eb0a97db784c062698b0f3cc
Phantasy Star II - Yushis's Adventure (Japan) (SegaNet),SEGA MEGA DRIVE,(C)SEGA 1989.OCT,SEGANET GAME,SEGANET GAME,GM,00054503-00,(unknown),54067 (0xD333),J,D40C76D6,83f22a27147bdfd85d405daf111fde92,85679e11000387b6ef002c53bb03593f1c3f1c11,dc515ff777fa750ccd23be7aff79076172fb3d6110ce8b5ccd5f2268540812a2
Phantasy Star II (Brazil) (En),SEGA MEGA DRIVE,(C)SEGA 1989.JUN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-01,(unknown),59748 (0xE964),UE,E6688B66,f2d46a63b34cf6e5a2c8264fb59c06e7,ab62fac112cb4dd1f19cb973bd7952b161f6d100,7c1546ae8525bb38a84bbf57bf5582d2e9b76c44dec610ba635f3f1ce0ecea6d
"Phantasy Star II (USA, Europe)",SEGA MEGA DRIVE,(C)SEGA 1989.JUN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-01,(unknown),14226 (0x3792),UE,0D07D0EF,75ea42b49a65ceb0395480126f426c6a,fcd032ded2235171f51db316ad1b7688fbbdafe4,c3776eca359f8848984b72e8014c410027820df810093abf185f58f13112e21f
"Phantasy Star II (USA, Europe) (Beta) (1989-07-28)",SEGA MEGA DRIVE,(C)SEGA 1989.JUN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-01,(unknown),2341 (0x0925),UE,B034C46E,c620dbe2bd0bed5059ca7913dedabfe0,80ff3216a4350a5e8a10d3107e70a244a837899b,3874269d612c5d24eb49d51b6174e20c207cf6211a2e9cbe98450e7c3fdc7fe1
"Phantasy Star II (USA, Europe) (Rev A)",SEGA MEGA DRIVE,(C)SEGA 1990.JAN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-02,(unknown),14226 (0x3792),UE,904FA047,0fa38b12cf0ab0163d865600ac731a9a,0711080e968490a6b8c5fafbb9db3e62ba597231,a0bd97f5aaa67301923ccc367511606bd3471ea9542919165311d4a23a2b696b
"Phantasy Star II (USA, Europe) (Rev A) (Mega Drive Mini 2, Genesis Mini 2)",SEGA MEGA DRIVE,(C)SEGA 1990.JAN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-02,(unknown),14226 (0x3792),UE,B94CF31B,0a775431b9d4deb69ee49e7d377c057c,6dd96059f2eacf00adea17eee6ad0f3b0f5a469d,2847788936df9f9479e978b5e2d1ac83fe94a86493a072bcf6764916ce4776ee
"Phantasy Star II (USA, Europe) (Rev A) (SEGA Classic Collection)",SEGA MEGA DRIVE,(C)SEGA 1990.JAN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-02,(unknown),14226 (0x3792),UE,75AF3D59,28e1ef5faa5968449b57d1bea39ea153,ad9cfbd641d30d90fa684e4ae56f9c9e14d4525d,c686974781739c0720684eff013ef9625f5e1fa0d1c543b30f4bd2191a57be1a
"Phantasy Star II (USA, Europe) (Rev A) (Virtual Console)",SEGA MEGA DRIVE,(C)SEGA 1990.JAN,PHANTASY STAR 2,PHANTASY STAR 2,GM,00005501-02,(unknown),14226 (0x3792),UE,67DB982A,98e34f05f6e5fb55517b1f8990b734ff,f5f5ca9c5685b3759736f8852b88d481b9281a93,db7651fd58c647fa41a720bcb9aad84573e522b27bf058bdb375ccf4d9fe7029
Phantasy Star III - Generations of Doom (Brazil) (En),SEGA MEGA DRIVE,(C)SEGA 1997.JUL,TOKINO          KEISHOUSHA      PHANTASY STAR 3,PHANTASY STAR 3 GENERATIONS     OF DOOM,GM,MK-1303,0,38971 (0x983B),F,2E9B4C23,43b322e74938969b6736c620f9fa6fc3,59ccfc6b85b95666d0e2c85e3e08c847c4a7ad34,c9071512b56d92a35e204fb29c752aa2cb94fb1b59acb9bf2bca4147fe7dcc5d
"Phantasy Star III - Generations of Doom (USA, Europe) (SEGA Classic Collection)",SEGA MEGA DRIVE,(C)SEGA 1991.APL,TOKINO          KEISHOUSHA      PHANTASY STAR 3,PHANTASY STAR 3 GENERATIONS     OF DOOM,GM,1303-01,(unknown),14899 (0x3A33),UE,1D1C62FB,ea7f5732cc220f46960aa2b0f691aa4e,75a139b9f93413753aa512f53bb8da8932f4f24b,1100092b49a19ae49b0fd986ce57d2df01f09996bc1593715f804d7a3b453497
"Phantasy Star III - Generations of Doom (USA, Europe, Korea) (En)",SEGA MEGA DRIVE,(C)SEGA 1991.APL,TOKINO          KEISHOUSHA      PHANTASY STAR 3,PHANTASY STAR 3 GENERATIONS     OF DOOM,GM,1303-01,(unknown),14899 (0x3A33),UE,C6B42B0F,82c7bc027685cc8fc6c9e077beb1a75a,59d4914e652672fd1e453c76b8250d17e8ca154e,cb837a2b10b8d219d844a55d8ec25581a57152f5ee8361ab62389354170a21d5
Phantasy Star IV (Europe),SEGA MEGA DRIVE,(C)SEGA 1995.AUG,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM MK,-1307,(unknown),32704 (0x7FC0),8,389C2968,58646828bbe100f37df663ccdc3ace0e,f055fc02142334ea798c696ec8d4c262ca28d847,bcb45f048018596d4bf3bb4d1a73ecb718eb020c50614c57a2039d3cd1be5906
Phantasy Star IV (USA),SEGA GENESIS,(C)SEGA 1994.NOV,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM,MK-1307,0,1483 (0x05CB),4,FE236442,84cbd0ff47f3c8e9d21d2c2fc39185fa,bc7ff6d6a8408f38562bc610f24645cad6c42629,511f35cc11f88316f8b8940e28ab298bd75a4da193672a80172884d6eb913b6a
Phantasy Star IV (USA) (Beta) (1994-05-30),SEGA GENESIS,(C)SEGA 1994.JUN,PHANTASY STAR The End of the Millennium,PHANTASY STAR The End of the Millennium,GM,MK-1307,0,30311 (0x7667),U,B32B17E1,35649ae4a2b8a282cafd53c8b5af62cf,803877f317eeaaec57af07451a5ccf9309db513c,f435785ab3c1d0127c61f147661fde1fb201e030473ee3e35cbdb7e53e8649b0
Phantasy Star IV (USA) (Beta) (1994-06-08),SEGA GENESIS,(C)SEGA 1994.JUN,PHANTASY STAR The End of the Millennium,PHANTASY STAR The End of the Millennium,GM,MK-1307,0,28340 (0x6EB4),U,DC2E1C0A,813c81169353044d2050bf0b6424df47,d72b9d68cfb54b4221f3a2416eac30a94accd427,dc6f2bf88c392caef64c6c5db36dc2af7ff27983aa5d03fa0b9b4445462ee3a3
Phantasy Star IV (USA) (Beta) (1994-08-15),SEGA GENESIS,(C)SEGA 1994.JUL,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM,MK-1307,0,54466 (0xD4C2),U,60137F25,2981c138fbfbbf54d2b073bf74490c22,81fe74c288bcf97b70758442c520ec47308cfcee,a786ff99811e61a2044d23c050d485420d4fd45df00b970eda653059c7f9e1ff
Phantasy Star IV (USA) (Beta) (1994-10-27),SEGA GENESIS,(C)SEGA 1994.NOV,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM,MK-1307,0,46848 (0xB700),4,12A2590A,275d54c3579ed3649eb21e4dc1024a47,6720d3afcd28cad06ac15749843d2a6995f403dc,ee41684607b860e5a5342bc0facd8e12d5b6ea7357260f2f1ba69bb6c82c43f2
Phantasy Star IV (USA) (Beta) (1994-11-07),SEGA GENESIS,(C)SEGA 1994.NOV,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM,MK-1307,0,1483 (0x05CB),4,BDA29CDF,7bd2c6584501593d399ce2b943543b54,e0c3de9991a03fd48dc85caae6415aaac016ab4a,d9f41e60191976797f555b4a402ccddaf6dfc66fd9e39aca5406dc69a49ff212
Phantasy Star IV (USA) (Genesis Mini),SEGA GENESIS,(C)SEGA 1994.NOV,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM,MK-1307,0,1483 (0x05CB),4,2EE18BC3,fb78e5fb68d21e38e5f11fd318db793c,0a872a253790001972c52bb515f7b209bf0c7bed,b1ad52b255c0be01685dc6a4cfea574e28efaca2f4f92a52cb9ad07367ce492a
Phantasy Star IV (USA) (Sample),SEGA GENESIS,(C)SEGA 1994.NOV,PHANTASY STAR The end of the millennium,PHANTASY STAR The end of the millennium,GM,MK-1307,0,1483 (0x05CB),4,1C82E0E3,aaaf987b1ebbdc9dac578439b0aefc14,ee5dcb0b381db6a3e33efdf74659503d33a26741,e78198b1b42c7db9da29eea42e3b2405f9dc905d6cbfb8fb668220402ce2a801
"Phantom 2040 (Europe) (En,Fr,De)",SEGA MEGA DRIVE,(C)T-1391995.NOV,PHANTOM 2040,PHANTOM 2040,GM,T-139036-50,(unknown),7922 (0x1EF2),8,B024882E,46c86c8c4ab3dfd5db09fb23e2023b7b,6d588fac0fed0e2303082e29cde12d94719cca32,afd44a84d70d099f2060d6307fd58ca5afda7c0d5964f59933f3e9088faef516
Phantom 2040 (USA),SEGA GENESIS,(C)T-1391995.MAY,PHANTOM 2040,PHANTOM 2040,GM,T-139036-00,(unknown),24077 (0x5E0D),4,FB36E1F3,f2c111cae725e5b31775d04dd4c7b546,260b9f8fbd681bb1fc445538726836f0d423b4cc,26b0ee7dcaea01babcb98c87b9d928987a46ebf86ada765a7f816c5b6485e048
Phantom Gear (World) (v0.17) (Demo) (Bits Rule Games) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,FD39B961,5f83abe50a6c8c9f73221493018fdcdf,9fc7eecfe864264ea217b57cec3708a383b04414,16aef906a70b837c74bbbbd1381cc6e137ef6937e5f5b35742aa9682b1ff5bf0
Phantom Gear (World) (v0.17) (Demo) (Mega Cat Studios) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,3607A42C,b277715f2ba4e765edbe8b8425e82aab,df1f34687f63566ab542117adf1c09715acfd149,255d4cd97b4fc2894101c58aa5e6cb019745ea0078e21d5e2837dcd9194f718c
Phantom Gear (World) (v0.2) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,D6CF8CDB,bb839e33ccd82027a433661a69968735,21fcc7b14221b22ac86a2f6eaa062c3c48e97948,f0a06b3761453f924306093da904558af7a596e488382d5a968143326f329f86
Phantom Gear (World) (v0.20) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,1C413837,be4f076c6565d9620ce25a3df6024a09,a10fffe8deaf978b34834de59fda4cb71442c26a,b9f3e23062ca3056eb6e53dc722fac3b17aa5d7ed433cc6282ad991e0dc09a17
Phantom Gear (World) (v0.21) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,EB689D17,82c044e8532ae08aadc5488fdc5e1a8a,0cb02653eb92e2dfa198dbc8181eb4ee7236f2a5,743e6094f6ba2d1d5ea41197616b23d7a53230e7d6f6c9f11f3bbbaae490682a
Phantom Gear (World) (v0.22) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,7DCCDA30,503ecdca1a6b8bd54bd8a60cc763dc9e,7eab1e7f9f7d41a7dc9d10776ce71cf2ee9fe43f,b5d6b8abd68eb6a6cb16a66bb38fc65e45c93da28c56c55db4523e21e95b73b6
Phantom Gear (World) (v0.25) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2021,Phantom Gear,Phantom Gear,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,0ED12792,0a7c32e34679af69bd35d2e494d09abf,4a672d2d92c468dad9e641073d065cd144f29575,4ec26b7527913764dd1ef79d7da1a475569239b3a737a1acde711d3f43d7c372
Phantom Gear (World) (v0.32) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2022,Phantom Gear,Phantom Gear,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,81D96E08,6501dc56813394bd89116c9221883d88,8557a56446575534c368c873261216edce16d4d3,e67e3f5ab830f114212a0cfbf3652c7489b69ea1b3826a5de0767cb4a6535baa
Phantom Gear (World) (v0.5) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,40C23595,190d6ef5fe6e243427714334d385196f,a8404371252d7df85d0d84f577c56c4834e36c7c,9a86effb7b1547e1047f16f4ac6473d270066dc689764cd82ed9768c155d364c
Phantom Gear (World) (v0.6) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,D5D3E335,2d5a44e9bb820238a3246fbdb9439765,dec75f8b39752b0bd8afdb43ae504bcf02af94a2,e6d17a3af2d316b6d383bfa411c48e47c8b02ed879e8c9b41b20eef6896d114a
Phantom Gear (World) (v0.9) (Demo) (Aftermarket) (Unl),SEGA GENESIS,Bits Rules 2018,Project Genesis,Project Genesis,GM,XXXXXXXX-XX,(unknown),0 (0x0000),JUE,3DF43D25,4feb0f4e2e0a739dda4dce35c4502d65,4eaa53256e7fdb645b5e48822a088b778a82808f,e54960ecc3e5354fcb3cc38c1c52f5ad520fd3d7b6b002c1063013c2a32fc4eb
Phelios (Europe),SEGA MEGA DRIVE,(C)T-14 1991.JUL,PHELIOS,PHELIOS,GM,MK-1131,0,31459 (0x7AE3),E,13ABC2B2,049dd9663d4a19d241e78e7eaffc8b2b,5b95529dd491266648134f1808f4da55a2ab9296,13bc4b93b27efe28915c8997a06267d20ed607e5b876a903c3f995f19ade5a1c
Phelios (Japan),SEGA MEGA DRIVE,(C)T-14 1990.MAR,PHELIOS,PHELIOS,GM,T-14013,0,13331 (0x3413),J,94596174,9de042308ba18ecbc622556f5b9b81a0,9834c9963debebb6ee80ffac4191ff260b85e511,928c789e87a25eb678d1f2052e13a5c71efcb3fb74a704eadd72dcc78f003000
Phelios (Japan) (Virtual Console),SEGA MEGA DRIVE,(C)T-14 1990.MAR,PHELIOS,PHELIOS,GM,T-14013,0,13331 (0x3413),J,14DC2668,4984024f3d8059692a32ad0682031e65,9cb5190d8349fa7f5fecb6202b11d74d29916e40,40459c9a6de106d47438c5828da5a7fe67686a62d9a8764bfd10cb1ef8bbb7db
Phelios (USA),SEGA MEGA DRIVE,(C)T-14 1990.MAR,PHELIOS,PHELIOS,GM,T-14013,0,14653 (0x393D),U,11C79320,ab720f3ec45423c794403e9830a00032,c2e34b7eb411ac78bb480e30434808b2ae4989ea,d72b9d15b89b47f7ef3b3a7e9369ae6199bc593aa688129dd647d11f3f15f7cd
"Pier Solar and the Great Architects (Europe) (En,Fr,De) (Reprint A) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(c)T574 2010.OCT,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,GM,T-574023-01,(unknown),25554 (0x63D2),JUE,25B7063E,a9e1c602105aaeb9df2ab82a1ea9a832,2e2b03cdf58662b450ac09e9883d5767ce2be350,f2dbd13177226552eefe1f96fb31366b04f80d256a1e684d3263ad8719f3eb6e
"Pier Solar and the Great Architects (Europe) (En,Fr,De) (Reprint) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(c)T574 2010.OCT,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,GM,T-574023-00,(unknown),25554 (0x63D2),JUE,4261EA9B,e9c76d40d733165b5e499f43d4032e13,59f7557725a740322fa92402e13c98823f795aa9,e9257f8b886fbd6fedb22f41ace215af4bdc374fe974d966d73c24789fb0e40c
"Pier Solar and the Great Architects (Europe) (En,Fr,De) (Rev 1) (Collector's Edition) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(c)T574 2010.OCT,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,GM,T-574016-01,(unknown),25554 (0x63D2),JUE,045A5D71,8f7ec74ddab460ca9e047a2bbdbdab17,7815bda3bf036141ac8bacda09ec9152df605b83,9f92c0d6a9a0820b0bfe3bdee1d41ddd06b97dff6abb0eb1588c2ba245c19112
"Pier Solar and the Great Architects (Japan) (En,Fr,Es) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(c)T574 2010.OCT,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,GM,T-574013-00,(unknown),25554 (0x63D2),JUE,003A0754,daad74b872a5f1afc932e40e2d9825db,0990e7dd116dab35ca3720183cc9914c4bcc446a,5be9971780b6e4556c08cf5228142d381bf1829f4c030ab78895033d4c41c8ec
Pier Solar and the Great Architects (USA) (Beta) (Aftermarket) (Unl),SEGA GENESIS (C),2008 WATERMELON,DREAMCATCHER BUILT V0.1,PIERSOLAR_BETA_APRIL2008_RC2,GM,00000000-00,(unknown),6509 (0x196D),JUE,55FFB501,814073e66a3be78c91219b0ee9978b5a,d672e456f1af120d1fa7137c3fbee1d9f62d9296,7687e07b3eb48f9deab008887fea450b3a889cc258d709541f1c92a856e73600
"Pier Solar and the Great Architects (USA) (En,Es,Pt) (Reprint B) (Aftermarket) (Unl)",SEGA MEGA DRIVE,(c)T574 2010.OCT,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,PIER SOLAR&THE GREAT ARCHITECTS© WaterMelon,GM,T-574023-02,(unknown),25554 (0x63D2),JUE,DFB94F1B,d46adb8a47f2ba6921409f71f57568fc,2e7710b1956514c27be24db000e60d3c3a1dc2d8,838c10fcf13788eec4f938b3d2ed7d06ef47217b7ac72cbdbba4247def01eedd
Pikachu (Pocket Monsters) (Taiwan) (En) (Unl),SEGA,(unknown),"7UNù(Nù(HçÿþN¹PÐN¹Q""RyÿòR¹ÿò",¹ÿêg<N¹TEùÿä@GùÿÜN¹è0<Eùÿä`Gù,ÿ,ÿÒN¹èÔü,(unknown),55036 (0xD6FC),(unknown),F68F6367,e2be9447b4665f2f9a0683c56615ee5d,d10de935e099c520384c986b1f00fd5e72d64e03,b60bca6c5f18cff0e82f11eb2e2d5daee68debe81695b4f89f8284f07bf62519
Pikachu (Pocket Monsters) (Taiwan) (En) (Unl) (Alt),SEGA,(unknown),"7UNù(Nù(HçÿþN¹PÐN¹Q""RyÿòR¹ÿò",¹ÿêg<N¹TEùÿä@GùÿÜN¹è0<Eùÿä`Gù,ÿ,ÿÒN¹èÔü,(unknown),55036 (0xD6FC),(unknown),FB176667,3d7dc94775654d029845ef8b5f39b2f6,3d667aea1b6fa980dddcc10e65845a6831491792,894fa2628d26f4a9559e2d8ebf9ee5c4aeed43d3fbfc671e517e4b91983eff0c
Pikachu II (Pocket Monsters II) (Taiwan) (En) (Unl),SEGA,(unknown),7UNùHNù,HHçÿþN¹R¢N¹RôRyÿòR¹ÿòR¹ÿët¹ÿêg,<,<N¹ZªEùÿä@,(unknown),18425 (0x47F9),(unknown),30F7031F,6a17b0713f1fa41e16c626de408b91d4,dae100dfaee1b5b7816731cb2f43bcda3da273b7,39f23e3f1e966237f3e9551a0069ddc4fafcb7b259b9590e204218c605c7bc9a
"Pink Goes to Hollywood (USA, Europe)",SEGA GENESIS,(C)T-1011993.AUG,PINK GOES TO HOLLYWOOD,PINK GOES TO HOLLYWOOD,GM,T-101046,0,19394 (0x4BC2),U E,B5804771,d05bb061ee9f5880bbbe330843bb4079,fc63d2a2a723f60f2141bc50bd94acef74ba9ab3,3247e273c32dbb647cd5d47778361b3867fd7bacf01c0fa4ecf5858364752d60
"Pink Goes to Hollywood (USA, Europe) (Beta)",SEGA GENESIS,(C)T-1011993.AUG,PINK GOES TO HOLLYWOOD,PINK GOES TO HOLLYWOOD,G,GM ?-?????? 00,(unknown),61110 (0xEEB6),U E,56087CFF,be4a64e914cd345268b005e7c11d378c,5f2631b1850875129efd98d501f6419eb12b9817,6ce8f93ea26c254d58763320b9211345b8569613f7bf605921942def0b3d036e
Pinocchio (Europe),SEGA MEGA DRIVE,(C)T-2391996.APR,PINOCCHIO,PINOCCHIO,GM,T-239026-00,(unknown),45221 (0xB0A5),8,28014BDC,99fa6ab3d399e4cff74bb6ff79727efe,7b6c9fdd201341f5319be85b5042870a84e82ae0,030531d52218d5e19f7b0b1a5f29da345d75c47ccf0f25c7362a7bfe12f40142
Pinocchio (Europe) (Proto) (1995-06-12),SEGA 32X,(C)T-70 1994.JUN,PINOCCHIO,PINOCCHIO,GM,T-7001B,0,0 (0x0000),E,390A90F9,406ab3e46797d8459c3d9efbbc044282,39ccf67e516bdaec879f1e30b23d5f253e82b6c8,743d3c56e1e6416e7689f05ff12f4bd5d5ed4bb578598539431defc4f0f5798b
Pinocchio (USA),SEGA GENESIS,(C)T-2391996.APR,PINOCCHIO,PINOCCHIO,GM,T-239026-00,(unknown),63241 (0xF709),4,CD4128D8,bace0d15220dcfc8b8a3efb6668e45ba,ad6098fe3642489d0281b1f168319a753e8bd02a,b2300c473bdd5b9df0cd9d5c7016cae5e15084396156bf34dd2294a3e0fca344
"Pirates of Dark Water, The (Europe)",SEGA GENESIS,(C)T-15 1994.MAY,THE PIRATES OF DARK WATER,THE PIRATES OF DARK WATER,GM,T-15086,50,48790 (0xBE96),E,1BDC1A5E,f1126ce7cb33c04b0c941e1fa3a6dcb3,f94e39cedb07408c7cd553232076892cd0eb3daf,c36cade5530d1bb7de17a0a60ae61156e732c8a1269c7d9cabb8455eed86ca07
"Pirates of Dark Water, The (USA)",SEGA GENESIS,(C)T-15 1994.JAN,THE PIRATES OF DARK WATER,THE PIRATES OF DARK WATER,GM,T-15086,0,58851 (0xE5E3),U,0C45B9F7,625aa64dbb0133e4c6f8fc453941ce75,a95eabc00ed9f4867f394c1e5e03afad0381843b,ae21c40a270bed1e8626c5f7335a95d9f427c177ee611f7ab1f509577c93c942
Pirates of the Caribbean - On Stranger Tides (Russia) (Aftermarket) (Unl),SEGA MEGA DRIVE,(unknown),(unknown),(unknown),GM,00000000-00,(unknown),0 (0x0000),JUE,63C90C7C,49898d849c9bafe842db8550cf3078eb,115b7b2c932b5f41a9b554f00403354a720937e8,09327b9fabfc3a7405308b0a4b1dc448b46b28fded3239f545904eb502562645
Pirates! Gold (USA),SEGA GENESIS,(C)T-1041993.JUL,Pirates Gold,Pirates Gold,GM,T-104026-02,(unknown),33789 (0x83FD),U,ED50E75C,8689ffd6edad02bad1f74fe19fe25c9d,ea597dbefc8f804524606af3c1c4fe6ba55e86e9,3c92fa1cd7d8ad869122f8729d7f3d1da9557975b4b6b81dffd6085916a20e33
Pirates! Gold (USA) (Beta 1),SEGA MEGA DRIVE,(C)SEGA 1991.APR,MicroProse Software Inc.,MicroProse Software Ltd.,GM,00000000-00,(unknown),0 (0x0000),JUE,F61E5417,e726ec63cab7c90ceb9c5b0ebe3188ff,83cb678b447ea277e78225fa20e239b74df62214,bfe76a955273545347225ac3abf1b145d8e43b63992f9bc9e94f8653570796c3
