No-Intro Name,Game Title,Game Code,ROM Version,Byte-Order,SHA256
NFL Quarterback Club 2000 (USA),NFL QBC 2000,NQBE,0 (0x00),big,35ac6193499247596bd0cce20cfe33fb69049e2b107d7ec6000896f52ed14d31
NFL Quarterback Club 98 (Europe),quarterback_club_98,NQ8P,0 (0x00),big,493a19ce012a9f37dc2a35671e8d4b8d4e60d66963777de3ef4fc7ce30a3b6fb
NFL Quarterback Club 98 (USA),quarterback_club_98,NQ8E,0 (0x00),big,937c256ee962095dc57aff47e5196004f02b5e70bbc7fb430bad0ad4d8385a95
NFL Quarterback Club 99 (Europe),NFL QBC '99,NQ9P,0 (0x00),big,c8150c8b97af3871373e19fa9e2f43a266de6a500d55c96a1f9e9a3112565354
NFL Quarterback Club 99 (USA),NFL QBC '99,NQ9E,0 (0x00),big,ddb39ce144e3aa308eae87763670aa8ae6546ca24fec5fde3e5c982c79409649
"NHL 99 (Europe) (En,De,Sv,Fi)",NHL 99,N9HP,0 (0x00),big,1660afff428682d1b4852239bc4fab2e35b2fd14d6c2d9d339269430702df731
NHL 99 (USA),NHL 99,N9HE,0 (0x00),big,bfab38dda9ff0fd465a2ce0eac9f604ca7806369bb02c711f625b9e111885c04
NHL Blades of Steel '99 (USA),BLADES OF STEEL '99,NHOE,0 (0x00),big,779fa692d07c6a322e189ec80183cb5fa700bbae1c8d5476a78d4ace3cfa4434
NHL Breakaway 98 (Europe),NHL_BREAKAWAY_98,NHLP,0 (0x00),big,77d6d4ce6b3f8a116f62b27968e91bbb36dbc93c303b21f3141b40887c3a8a27
NHL Breakaway 98 (USA),NHL_BREAKAWAY_98,NHLE,0 (0x00),big,12cd9cde3c40fd2f2be054ff19c48fcb26b0caccd8bac7aa1cf83be0c02a31bb
NHL Breakaway 99 (Europe),NHL Breakaway '99,NH9P,0 (0x00),big,d43243d318b79cb458ed34e04aa9923eadd6ce1f99df7bdd7d82e00497befb93
NHL Breakaway 99 (USA),NHL Breakaway '99,NH9E,0 (0x00),big,ddafa01182ae8a6a7fa76a3b3cc1211ff5702bc3e9aa0d5ba60ca20408193c29
NHL Pro 99 (Europe),NHL PRO 99,NHOP,0 (0x00),big,800dcc787de9fcdb1210b88bc8c23045a4770e7f692222fde039c306c26e5f12
Nightmare Creatures (USA),NIGHTMARE CREATURES,NNCE,0 (0x00),big,f1ba543b178fca7962e42af6f4bd231510e33bc80224222e8cd01f3926ca55ac
Nintama Rantarou 64 Game Gallery (Japan),NINTAMAGAMEGALLERY64,NHBJ,0 (0x00),big,25179fbd5abc34eee034f4218888693d8aa1d3950693850d34917fea35605fdf
Nintendo 64 Modem (Japan) (Add-on),NINTENDO64 MODEM,CMDJ,0 (0x00),big,c2c9edaadac5aa6680cd454368941a8553824474e53c1acdf03dc9bf9f3bb210
Nintendo All-Star! Dairantou Smash Brothers (Japan),SMASH BROTHERS,NALJ,0 (0x00),big,527bdd5a36d6f1b90988523ac8d44276e32b44cf93f609ef6d76f399c9733f25
"Nuclear Strike 64 (Europe) (En,Fr)",NUCLEARSTRIKE64,NCEP,0 (0x00),big,5e2a6401cc36c760996aa0a49f4e76181a03f723cbe9bc3d555ce320f3a7cd09
Nuclear Strike 64 (Germany),NUCLEARSTRIKE64,NCED,0 (0x00),big,66705531964873b3c260a051cb174d40ed64dfd714347d520ac4ee3d4465bf86
Nuclear Strike 64 (Germany) (1999-11-17) (Beta),NUCLEARSTRIKE64,NCED,0 (0x00),big,208f3562cb00621e1a6fac045f2c40d04227ab98ee772827da9eb61f77ceffbc
Nuclear Strike 64 (USA),NUCLEARSTRIKE64,NCEE,0 (0x00),big,2f8409ee74e82ede8d71e692ccef39b4bc549caa260083ffe98a5934de808313
Nuclear Strike 64 (USA) (1999-09-21) (Beta),(empty),(unknown),0 (0x00),big,3a147d27bce3217a066c7b690a9d2c8ef7e12e226a61a72bd008d000568034ce
Nuclear Strike 64 (USA) (Beta) (Earlier),(empty),(unknown),0 (0x00),big,49074f2ba1b9010d35bcf437e0338a90033e5089d4e04bab98ffad07e7ced499
Nushi Zuri 64 - Shiokaze ni Notte (Japan),64,NUMJ,0 (0x00),big,2143c7b960f65171b2675a3c11249e342b30b0e7e0fa2394cff0863502b546b6
Nushi Zuri 64 (Japan),64,NUTJ,0 (0x00),big,7f422da0e0b90eb7a518c73897ffd08fd8d6dfc0d50498de01d7f3fb4008b9a9
Nushi Zuri 64 (Japan) (Rev 1),64,NUTJ,1 (0x01),big,05db6e5da4084e6e4e59f9caea21591a907b41d22217f3cfabb50a7b6e9b3c09
"O.D.T. (Europe) (En,Fr,De,Es,It) (Proto)",O.D.T,NTDP,0 (0x00),big,04767fcca844d82cd3bde35008d8759adfd42d401b4a211722dd82bde55ae92b
"O.D.T. (USA) (En,Fr,Es) (Proto)",O.D.T,NTDE,0 (0x00),big,5f75675501cfb8033a99a0ef1c67974fb9ce48b5e48f2d174dacb9b5131597e9
Off Road Challenge (Europe),OFFROAD,NOFP,0 (0x00),big,fa8bcf7ca006714b7cd7fa7d91f10e3abadce17ac187c5e8d64699fd7ac9cbe3
Off Road Challenge (USA),OFFROAD,NOFE,0 (0x00),big,09630ee855b5ea4c0a50110f0f424591e1c830cc4a2faf70fc2039ab02520fca
Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1),OgreBattle64,NOBJ,1 (0x01),big,3747527389273e3bf8de77d9379e60b40ef448115c6c3ccdcf70cc1e8368e957
Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1) (Wii Virtual Console),OgreBattle64,NOBJ,1 (0x01),big,1b1b61da1cfa4e0ab0b44f28340f70ab74cb1916376e203ee4d97e7fe0302b9a
Ogre Battle 64 - Person of Lordly Caliber (USA),OgreBattle64,NOBE,0 (0x00),big,571e83396bc81e70da4c0a20313d82dbd7dfe685f2c37418c8e27f927e2cc67a
Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev 1),OgreBattle64,NOBE,1 (0x01),big,3bfbaf0af968795102f6d136713665e347c22723b4ca75bd5494fdc97df5919e
"Ogre Battle 64 - Person of Lordly Caliber (USA, Europe) (Rev 1) (Wii Virtual Console)",OgreBattle64,NOBE,1 (0x01),big,e24a00d5a8b3dcb6fe405a141f34255e9eb7a46217ceac47c2ac77d50be81434
"Olympic Hockey 98 (Europe) (En,Fr,De,Es)",OLYMPIC HOCKEY,NHNP,0 (0x00),big,ed472da7692df1685d4ad8938e7d305ec109fe7a5a5072d8a9c03ed6707a8da8
Olympic Hockey 98 (Japan),OLYMPIC HOCKEY,NHNJ,0 (0x00),big,23a4e6ee5af0c9ae1f06521f391c09fc40a818c9938cd2102836c6b499654781
Olympic Hockey 98 (USA),OLYMPIC HOCKEY,NHNE,0 (0x00),big,abc97f53702ab34be6d78d09eeb0bba44f3db19d7843ef496ddadc9fe4bc4edf
Onegai Monsters (Japan),ONEGAI MONSTER,NOMJ,0 (0x00),big,8de633b3c479269e8ba2df607c788b216277249a46d84583a3531393a7e1621d
"Operation WinBack (Europe) (En,Fr,De,Es,It)",OPERATION WINBACK,NWDP,0 (0x00),big,9f655b00de6a69aefe1f3f66d2e599be2789cc2551746fafc21e1483daf457b6
Pachinko 365 Nichi (Japan),PACHINKO365NICHI,NPCJ,0 (0x00),big,f4af1b9a7a1612722302e7ee7c4b9bce48277c2cdaaedec56aa30b65c079311e
Pachislo DX (Japan),PACHISLODX,ZSFJ,0 (0x00),big,d80b5770553fd28736c741de79ab8fe907008c7138369ccdf6e181ed881e7fae
"Paper Mario (Europe) (En,Fr,De,Es)",PAPER MARIO,NMQP,0 (0x00),big,5540ccd817201a3f5174295dde7fce7e2a6f79f081209a4b6b7eec7d9c4b88e4
Paper Mario (USA),PAPER MARIO,NMQE,0 (0x00),big,9ec6d2a5c2fca81ab86312328779fd042b5f3b920bf65df9f6b87b376883cb5b
Paper Mario (USA) (LodgeNet),PAPER MARIO,NMQG,0 (0x00),big,c12870ee7022c4c7273f2c980a0ee17a392ff5c567f75aa14a2a2b692fbaabe3
Paperboy (Europe),PAPERBOY,NYPP,0 (0x00),big,d4fab7f0a04d4c7dfc21ec66d3ae83a65c857bb346549e4a41ee6f2008086efa
Paperboy (USA),PAPERBOY,NYPE,0 (0x00),big,12cc5490a22e4af0fee6d40d15fda0281049860c61a5e30d864a071083191819
Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan),Parlor PRO 64,NPPJ,0 (0x00),big,bd0a1843c934edadd92e62b7a44793b8c2ce156b6b5688ae7d644a45c2065dea
PD Ultraman Battle Collection 64 (Japan),Ultraman Battle JAPA,NUBJ,0 (0x00),big,c179e15cb02266e27f915930a00f0f3573f26028f42c4c99e40c3d10c5724b56
Penny Racers (Europe),PENNY RACERS,NCRP,0 (0x00),big,c2f4887ee2c9129ac9d550b0e8877fcf9066f56474a82967362df4b561f72487
Penny Racers (USA),PENNY RACERS,NCRE,0 (0x00),big,f8f58b65f6d50fdd42a478573e39371faec03c448e39c4f99af9a0860d6bd6a1
Perfect Dark (Europe) (2000-04-26) (Debug),Perfect Dark,NPDP,0 (0x00),big,067f2ab86000c0443198ece2025e8d97a4d5dd005759184ee0a15e443efc6a2e
"Perfect Dark (Europe) (En,Fr,De,Es,It)",Perfect Dark,NPDP,0 (0x00),big,8e432b1a5f4ca512e2c22a1c3a5bb878ff6e92de2ddfebb1ba98e8d00e0394ff
Perfect Dark (Japan),PERFECT DARK,NPDJ,0 (0x00),big,d29a2fba12a5583d52bbd0b2a334fd66526b0744086bba0def871d9d0bb9daa3
Perfect Dark (USA),Perfect Dark,NPDE,0 (0x00),big,b4173ee90ba6e3514b17d7f340c6c248e2a4c429fdc3c671dd82bbf5afcbb152
Perfect Dark (USA) (2000-03-22) (Debug),Perfect Dark DBGNTSC,NPDE,1 (0x01),big,4abbee7a0d7b985a733275c06327865f79e4ad96e60205d9165da7598432f151
Perfect Dark (USA) (Rev 1),Perfect Dark,NPDE,1 (0x01),big,4e51142acac686d96861cecc58cf7cb7c3b06b21733b7f8ed609a709dc039a21
PGA European Tour (USA),PGA European Tour,NEAE,0 (0x00),big,ae6ab96248d077b12d994d36e31ba585860e1563641811c0338efe209c0efd13
"PGA European Tour Golf (Europe) (En,De) (Version B.29) (Beta)",PGA European Tour Go,NEAP,0 (0x00),big,b7cf5ee5bfb389a78417ad455df0cd44d356ce4ea141d67d6aa7ff97830bc317
"PGA European Tour Golf (Europe) (En,Fr,De,Es,It)",PGA European Tour Go,NEAP,0 (0x00),big,7e94ceebb0e63d0cef7df1b97b589db298a26ecda0933c7980eab5dc3edd2395
Pikachuu Genki de Chuu (Japan),PIKACHU GENKIDECHU,NPGJ,0 (0x00),big,99eb713ed5cea0c86652f813b4e313e3080dd063722a1338bc453366bf46819b
Pikachuu Genki de Chuu (Japan) (Beta),(empty),(unknown),0 (0x00),big,863ebec5ec450b2936bb81df8abf85d3abda5b81a93457a1f25adc0b5eba67d1
"Pilotwings 64 (Europe) (En,Fr,De)",Pilot Wings64,NPWP,0 (0x00),big,afe1c8ea27446b6dcf98d8eed92338db0031edf95419bccf4c95be292166fd84
Pilotwings 64 (Japan),Pilot Wings64,NPWJ,0 (0x00),big,69bb7ca8e2a320ecd6f1851ef4f0caeece67457fa5475408e2dc0bec0e364b8f
Pilotwings 64 (USA),Pilot Wings64,NPWE,0 (0x00),big,32e3056e854bda2e1d79ce5d050548ffcdef51003aacb0a0fd0328c70eff31b2
Pilotwings 64 (USA) (LodgeNet),PILOTWINGS 64,NPWG,0 (0x00),big,0e8a2d252034f220e68f5d7f871b458c7e26baa1cc64d6cd563a3ecb45b88808
Pokemon Puzzle League (Europe),PUZZLE LEAGUE N64,NPNP,0 (0x00),big,85ef6c0a307d6b3043fa8a70d7425bd1bba1027da70832f60faef2c4f7b0e0e7
Pokemon Puzzle League (Europe) (Wii Virtual Console),PUZZLE LEAGUE N64,NPNP,0 (0x00),big,16858b09a74c65953333efef6d1fa0aa1cc4854f1f60673f698248590bd7741c
Pokemon Puzzle League (France),PUZZLE LEAGUE N64,NPNF,0 (0x00),big,82a63e75c3cc76eb59c7dcbbca2229128cf4a8ece143551e90bbfc4ad65341c2
Pokemon Puzzle League (France) (Wii Virtual Console),PUZZLE LEAGUE N64,NPNF,0 (0x00),big,fe8d2958ebea1fbdbc3277bbd9cec8bf4fd5c22ceed3d9ea36de1e3816e0f568
Pokemon Puzzle League (Germany),PUZZLE LEAGUE N64,NPND,0 (0x00),big,2a1d8458a3dd5b57df2fcc90fa54b728dbf818239c414f0e795487a9be5e2bc2
Pokemon Puzzle League (Germany) (Wii Virtual Console),PUZZLE LEAGUE N64,NPND,0 (0x00),big,94795dfe8659c9875e811db914e46c205a9f7f4325fdfd43fed048994ffa3cd4
Pokemon Puzzle League (USA),PUZZLE LEAGUE N64,NPNE,0 (0x00),big,2987fb9d618305319809f4d5125eacc4ec8787a743712f526b022ec94a5d2bc4
Pokemon Puzzle League (USA) (Wii Virtual Console),PUZZLE LEAGUE N64,NPNE,0 (0x00),big,e21e61cf5b06685dc35c69a5dbab696d24d4f2ffc546d6a77d7e907c2dbb27e0
Pokemon Snap (Australia),POKEMON SNAP,NPFU,0 (0x00),big,9e0974fc8a43b93493f057e0c62bfd955ec2e70f65d578a89c5eae6cf7742b4a
Pokemon Snap (Europe),POKEMON SNAP,NPFP,0 (0x00),big,5fe996f65900f83376ff96cb54fcad2da40010700fe4e36cb006a59737f969f1
Pokemon Snap (France),POKEMON SNAP,NPFF,0 (0x00),big,ddafdca5aeaef7f00aa3a844baf4e950d212c0ccb213664c8ae1a2266b3612ae
Pokemon Snap (Germany),POKEMON SNAP,NPFD,0 (0x00),big,f4866ef4187c2357cc921624e8f8d35ad5a2832281dfe91a70ec04628d47ef5a
Pokemon Snap (Italy),POKEMON SNAP,NPFI,0 (0x00),big,bd666cc6bc6c75a8fadf563af8c046db6eaff5da2837192e74b7353e153084f7
Pokemon Snap (Japan),POKEMON SNAP,NPFJ,0 (0x00),big,f13e6bf81048af5618ddc35f0fbe6c9a4e3345cc53d7360355c5bb87b0b9afa4
Pokemon Snap (Japan) (Rev 1) (Wii Virtual Console),POKEMON SNAP,NPFJ,1 (0x01),big,c74abe931a6d6e915143bfec863a05a300715941df0a83167847fcd0e0c96d04
Pokemon Snap (Spain),POKEMON SNAP,NPFS,0 (0x00),big,3bf1549b5443cdb3e6e7c74617646f6ad881394b70df01e43cbe8025a10efd97
Pokemon Snap (USA),POKEMON SNAP,NPFE,0 (0x00),big,a1d5d816db7f8557ee04c35a011326d058b2c1fbca76b57b352b1d705a1ec1cc
Pokemon Snap (USA) (LodgeNet),POKEMON SNAP,NPFG,0 (0x00),big,8eae862bf3d1071398c1e42da3208073c115490c9aee9321e9e2ece14b977865
Pokemon Snap Station (USA) (Demo) (Kiosk),POKEMON SNAP,NPHE,0 (0x00),big,95bea63075551b8fa171b104f5d4d51fa405bb38d61bd57f6a31c038b6213ca0
Pokemon Stadium (Europe),POKEMON STADIUM,NPOP,0 (0x00),big,17e09da1cbb4f15d92c3e28f0a7ed8a071bf8740177260e59791616688fb0a32
Pokemon Stadium (Europe) (Rev 1),POKEMON STADIUM,NPOP,1 (0x01),big,b844b60b8b042d76303a27708796a15d7b0b3dac6a04e9d057d4f87433065a00
Pokemon Stadium (France),POKEMON STADIUM,NPOF,0 (0x00),big,fdc743a54113b670b55ef84bda4eb8b25f5ef0de50ff1563f9a6de8a1f5fca08
Pokemon Stadium (Germany),POKEMON STADIUM,NPOD,0 (0x00),big,fd9a54dbcb80b85b0acf3e5c80f7c16631573f6e846d3ce74942a5954bafe438
Pokemon Stadium (Italy),POKEMON STADIUM,NPOI,0 (0x00),big,4cb1aab7c8fa510d3c85b86193077ce4fd32aa13cb62329e9c127c8f00623bcd
Pokemon Stadium (Japan),POKEMON STADIUM,CPSJ,0 (0x00),big,ed9f7cd7da795467c1e2b08ed1f878ff5aed906eae9ffe252074aef7a6703d8b
Pokemon Stadium (Spain),POKEMON STADIUM,NPOS,0 (0x00),big,cca3d1b2df433e96984dcce1469894e12b7ccd37033eb51807afc3895210e55f
Pokemon Stadium (USA),POKEMON STADIUM,NPOE,0 (0x00),big,502f6082a6436012a8b61419435dec1388869a90ed870e87e2d7bee88f831519
Pokemon Stadium (USA) (Rev 1),POKEMON STADIUM,NPOE,1 (0x01),big,290ccf333af450af59487563c1050c831cc9316975d5e0c7bac2e56a74732c53
Pokemon Stadium (USA) (Rev 2),POKEMON STADIUM,NPOE,2 (0x02),big,a2dc9d14bae5035bda8a7ca05b9c16e61bb5a19be5e707dd6f6e1fe98ceba4ea
Pokemon Stadium 2 (Europe),POKEMON STADIUM 2,NP3P,0 (0x00),big,f6c23949468f2d1f5a363a6c3f9cd53a2997b83f25ce9691f873c6141bdf4ce6
Pokemon Stadium 2 (France),POKEMON STADIUM 2,NP3F,0 (0x00),big,b661d92a94eb3c7a00cd27acc1e93d1e52299bf85a76397ee38e998a84af68ea
Pokemon Stadium 2 (Germany),POKEMON STADIUM 2,NP3D,0 (0x00),big,f13571ff5dff3abe42ef1d3c7d2350301ea54dd71ab3c4ff5bf761b0194d6bff
Pokemon Stadium 2 (Italy),POKEMON STADIUM 2,NP3I,0 (0x00),big,466697442f7fb401f04fc2f97dc71cd8c097e12190916fee69dd98aa78b45c44
Pokemon Stadium 2 (Japan),POKEMON STADIUM 2,CP2J,0 (0x00),big,ba3dda9d33c047ed4902b9cb534c06195e5708972b7db16202087fcbd7c7a0e4
Pokemon Stadium 2 (Spain),POKEMON STADIUM 2,NP3S,0 (0x00),big,d91b466bebcf7bac8fb9d31709ea7d8049e810533195f7c4b2c402897d47babf
Pokemon Stadium 2 (USA),POKEMON STADIUM 2,NP3E,0 (0x00),big,8160abe7d4b9734317000c44e9f882efefe4cc6359eacded98be62f2811e40a9
Pokemon Stadium Kin Gin (Japan),POKEMON STADIUM G&S,NP3J,0 (0x00),big,e0ce95bbebb775181497cbf6414845d2dbf19b5d95840f0ab3baa8d61bb6f618
Polaris SnoCross (USA),POLARISSNOCROSS,NPXE,0 (0x00),big,6b960629bab4e865090109fa6e9fefdd42c0194c2f3f4d295bd75c1bc18b233a
Portal 64 v0.90,(empty),(unknown),0 (0x00),big,407ea1b7cba1560865322d96005a052f2169ebbabfee0ba9498e034d24e3ddb1
Power League 64 (Japan),PowerLeague64,NPLJ,0 (0x00),big,670cdc2e110ef9eb9babe83e5627f2bf7293821ebd8ae8e100486777599a90b1
Power Rangers - Lightspeed Rescue (Europe),POWER RANGERS,NPUP,0 (0x00),big,2749a21383fd2b981e068abddf9d83a372a9b8b31fc5249a85c58fc52ffff69d
Power Rangers - Lightspeed Rescue (USA),POWER RANGERS,NPUE,0 (0x00),big,152b71d4a6e23ee2d2fc5e1f19f4aa787b775487cb9f3e5a39c0b105be029527
"Powerpuff Girls, The - Chemical X-Traction (USA)",PPG CHEMICAL X,NPQE,0 (0x00),big,4f0b777a71734e59a3fddce59f98661cba4ef653e0c4b1828b5891fd9814d160
"Powerpuff Girls, The - Chemical X-Traction (USA) (Beta) (2001-09-27)",POWERPUFF GIRLS,NPQE,3 (0x03),big,697e9388a015a8a3d3823e234048e5e1e48b66c26d4f7bb090fd9bcac614ea12
Premier Manager 64 (Europe),Premier Manager 64,NPMP,0 (0x00),big,a3c0a0b8c41c2d8215b253aa330517b91329986d2cc6b2882d638de06e72a4c9
Pro Mahjong Kiwame 64 (Japan),KIWAME 64,NKMJ,0 (0x00),big,ef0c1333aa1bc6ac40ad6a3c18e17b392183e29de04a47188b4afff06722134b
Pro Mahjong Kiwame 64 (Japan) (Rev 1),KIWAME 64,NKMJ,1 (0x01),big,ea587b80388d764bf1cbb67b5c7aab9265b0590561b83f943e71770a3554d435
Pro Mahjong Tsuwamono 64 - Jansou Battle ni Chousen (Japan),TSUWAMONO64,NNRJ,0 (0x00),big,ab3f4af871192a47fecc0c1835a9635544a22de5bbde9fe5c624f46d31b7eb55
Puyo Puyo Sun 64 (Japan),PUYO PUYO SUN 64,NPYJ,0 (0x00),big,198d2a83176784e3b4c457cef631eb2493f3def99f1fd922e9e4c4c9582c140b
Puyo Puyoon Party (Japan),PUYOPUYO4,NPTJ,0 (0x00),big,c506b2964d9806c6f4a1a4ae076032609f15c84c6ffd152ee059f53c0b1b9c9c
Puzzle Bobble 64 (Japan),PUZZLEBOBBLE64,NPBJ,0 (0x00),big,754ffac52da6d7ccd024c61aaef9305ddd6991130c678783122ac69a0a25c717
Pyoro 64 (Unknown) (MPAL) (Aftermarket) (Unl),PYORO64,BPYB,0 (0x00),big,20153369e3be2bd47e3e7a5f8280ed3129c45aaef8904cf3e4fc85ecccc05186
Pyoro 64 (Unknown) (NTSC) (Aftermarket) (Unl),PYORO64,BPYE,0 (0x00),big,fc3539c45589f79fea2b30a7d5586b4f5d7c3dfbed4eef263bbecec1bfbefcd8
Pyoro 64 (Unknown) (PAL) (Aftermarket) (Unl),PYORO64,BPYI,0 (0x00),big,0b070aec1fe852915ec295b877108b0d774c9a1bcd930306ced1698df00ced24
Quake (Europe),Quake,NQKP,0 (0x00),big,b6f02382d292f06f3730b8bbe6d308bf9423780e9369a65b4df3cd0a46680f7b
Quake (USA),Quake,NQKE,0 (0x00),big,ce43bcb4c11975f0e1720d7617c05bf23f420b1f76ab115ff52ba7344594a4bc
Quake II (Europe),QUAKE II,NQ2P,0 (0x00),big,695ca7d96730543d3dac0fa40be7f2a1d365d48700093afd00a42cddff229445
Quake II (USA),QUAKE II,NQ2E,0 (0x00),big,f6d9d17030d83035220a4010c2a65786a717fd6f7642f740d2c731e1774c3437
Quest 64 (USA),Quest 64,NETE,0 (0x00),big,3292d99dd93c3054906887a84a00efdd747ee620cbea4601df2f7f82d5f74c74
Racing Simulation 2 (Germany),Racing Simulation 2,NMGD,0 (0x00),big,d06dcf5924f201a645988d624b4bc7beddb60d35ddc78f6b9a6b7e11d9f905cd
Rakugakids (Europe),RAKUGAKIDS,NKRP,0 (0x00),big,c9aa31b4f500c77b49efce28894786df9e75341f297742cc7a681037ad8759d0
Rakugakids (Japan),RAKUGAKIDS,NKRJ,0 (0x00),big,ce3a55c321483e56f0c54d8fb36691c2ac40a4e67aaa8894440d5e1b4f8815c7
Rally '99 (Japan),Rally'99,NRAJ,0 (0x00),big,cd7b68d4eadc48d7182d18ba7a6fa5afe6aacba1f99d310d5f7874fcf312ee25
Rally Challenge 2000 (USA),RALLY CHALLENGE,NWQE,0 (0x00),big,60681b4ff96742f6e4d77043cf37f8f22d73bdc257c2605be41283de96c88db3
Rampage - World Tour (Europe),RAMPAGE,NRPP,0 (0x00),big,3667dd20e8ef97659e5d09d718bbd5efe2f517d8afcab7be76688abb11e64008
Rampage - World Tour (USA),RAMPAGE,NRPE,0 (0x00),big,a06da4bf6342670df551738c07ed2d1c91ee12c29df73c0c3f8eeae2ea1016ea
Rampage 2 - Universal Tour (Europe),RAMPAGE2,N2PP,0 (0x00),big,ef59e77d8444785c4ca4b6aedc744e8d57edde65f3a4cee24cf48bf153a33a63
Rampage 2 - Universal Tour (USA),RAMPAGE2,N2PE,0 (0x00),big,9c8fc5075e370ea1cfdac4abf38038eb0eee736b3a622caea83f48dc776a02b8
Rampage 2 - Universal Tour (USA) (LodgeNet),RAMPAGE2,N2PG,0 (0x00),big,dce5e25490001b19b8518d3af42a24a66f8e0be22333131fd32fd66cf3bb84fe
"Rat Attack (Europe) (En,Fr,De,Es,It,Nl)",RAT ATTACK,NRTP,0 (0x00),big,4c10cba5a2017a021ea87b5e39865097cf14a79c9c532a2af0cc8c8625284a25
Rat Attack! (USA),RAT ATTACK,NRTE,0 (0x00),big,783f04c290558b64c1cda2a1ae512e6931cd78e424ea1710dcc0930be250d341
"Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It)",Rayman 2,NY2P,0 (0x00),big,c80b063de6afe80bb47281efe76406654070e942d5a733fee2668c8e11a2581b
"Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It)",Rayman 2,NY2E,0 (0x00),big,e9a71380b43e25b998f638480b309e300ad9b8a0439ff36e0a8b5fc4ac132e8a
"Razmoket, Les - La Chasse aux Tresors (France)",RUGRATSTREASUREHUNT,NRGF,0 (0x00),big,ec6d2cbe4db8c2a8dbc6d7f80e302f45e0752ec4a8745ebc6da8b8bf7609b12f
Razor Freestyle Scooter (USA),RAZOR FREESTYLE,NFQE,0 (0x00),big,bdb827e672625c795e1c8be7645c8a4ea3fd5c6ed41cdd16b16980d86481f5f4
Ready 2 Rumble Boxing - Round 2 (USA),Ready to Rumble,N22E,0 (0x00),big,a075e7ca185b3800639d333359a04100e087db297fd2f5eab88f7dcd90ab5563
"Ready 2 Rumble Boxing (Europe) (En,Fr,De)",READY 2 RUMBLE,NRDP,0 (0x00),big,2546b5f00c6f0188a31f9ba3782abe059c7dd83fcfee8ff738542eb06a4aafc3
Ready 2 Rumble Boxing (USA),READY 2 RUMBLE,NRDE,0 (0x00),big,649e9f45d7386c3ff5f196d4053d6f458fa5d105264ee88c5937ffd92c7a1bf7
Ready 2 Rumble Boxing (USA) (LodgeNet),READY 2 RUMBLE,NRDG,0 (0x00),big,19ad54192331838a25c7a7cd77de78e75f9c5328134245f3bd043eed3ddaf264
"Resident Evil 2 (Europe) (En,Fr)",Resident Evil II,NREP,0 (0x00),big,52093e994c89848b17c8e6f26546d66374cf47c9b471ec15da7f322b7ee17ab8
Resident Evil 2 (USA),Resident Evil II,NREE,0 (0x00),big,d13b0cd918b89c78867902c324c9c0d9dcb7fdb576e4e8fce8f2002917d657a7
Resident Evil 2 (USA) (Rev 1),Resident Evil II,NREE,1 (0x01),big,71f3f779613bf1f0e2050bfa600425385d2c257a647d2e40f63be1a7986e9aac
"Re-Volt (Europe) (En,Fr,De,Es)",Re-Volt,NRVP,0 (0x00),big,ce619ae064bc608d9a139f95e6bbc9f17fe3898d242943bc92fd0d6fc74915b0
Re-Volt (USA),Re-Volt,NRVE,0 (0x00),big,826fd84fb778f6ddaa8bc14cbf116fb25bf1bf6ed4b833d7e30501be6f144823
Road Rash 64 (Europe),ROAD RASH 64,NROP,0 (0x00),big,bfc3324c7689d6b76fbda6e4a431ae5eeb017da9707240d1d21109fda3a1e610
Road Rash 64 (Europe) (Beta) (1999-10-12),ROAD RASH 64,NROP,0 (0x00),big,7d0047fe373a032756bb97468c4db59929468abf3a42b45544e31cc5cbfdbc80
Road Rash 64 (USA),ROAD RASH 64,NROE,0 (0x00),big,74e49e863484b5d17dcbe3891b99f2cafe3cf7511aa1dc5427022f699301db73
Road Rash 64 (USA) (Beta 1),(empty),(unknown),0 (0x00),big,93dcac74d4d4462d555feac7324c4b9ccdb5b12d86e843b10919bd009d727fa1
Road Rash 64 (USA) (Beta 2),ROAD RASH 64,NROE,0 (0x00),big,70822f8b0a6ae09e8eed5789b584c4f4c1622777c621d402ab1797ddbc1e261b
"Roadsters (Europe) (En,Fr,De,Es,It,Nl)",ROADSTERS TROPHY,NRRP,0 (0x00),big,ba3307883fe81ddeb81ed6a51cb1d4cd9d3353c73ca9007c02212c777b572e2e
"Roadsters (USA) (En,Fr,Es)",ROADSTERS TROPHY,NRRE,0 (0x00),big,49c4494ce6acca523c7066b0bdf598ff466a9b5a91cb2ff85730a7079c1911fd
Robot Poncots 64 - 7tsu no Umi no Caramel (Japan),Robopon64,NR7J,0 (0x00),big,02cda6221c10cba0705f351227e2d6c77e071bdb4f7aa8b5cd3c7c047a2b1881
Robotech - Crystal Dreams (USA) (Proto 1),(empty),(unknown),0 (0x00),big,ff3a52f2c8805d25d67c8fb00a2c66f7d1bfc72a1c35388a3c44c5b70d230ff1
Robotech - Crystal Dreams (USA) (Proto 2),(empty),(unknown),0 (0x00),big,db937005d30ad639500a3b04dfa5a8c35b630124f847e98421cc98ed7136db57
